Actor Names,Country,Actor Details,Likes
Mackenyu,American,"Mackenyu Maeda, known simply as Mackenyu, is a Japanese-American actor born in Los Angeles and is the son of a famous Japanese actor, producer, director, and martial artist Sonny Chiba. He attended Beverly Hills High School in their Advanced Placement Program and appeared in a few films and TV shows…","1,732"
Wang Rui Chang,Chinese,"Wang Rui Chang (English name: Richards) is a Chinese actor born in Handan, Hebei Province. He graduated from Nanjing Institute of Arts and debuted in September 2016 starring in the youth campus online movie ""Odd Girl Saves The World"".","1,725"
Zhao Jin Mai,Chinese,"Zhao Jin Mai is an actor born in Shenyang, China. In 2012, she made her acting debut at just ten years old in the drama “Cannot No Mother” (不能没有娘). She made her film debut at the age of twelve in “Balala the Fairies: The Movie” (巴啦啦小魔仙大电影) in 2013. In 2020, Zhao Jin…","1,725"
Perth Nakhun Screaigh,Thai,"""Perth"" Stewart Nakhuntanagarn Screaigh is a Thai-Australian actor and YouTuber fluent in English, Thai and Japanese. He attended the University of Western Australia. Perth first entered the entertainment industry when he made it as Cleo Bachelor 2015 No. 4. He then found work as a model until making…","1,725"
Cho Seung Woo,South Korean,"Cho Seung Woo is a South Korean actor and musical star under Goodman Story Entertainment. When Seung Woo was a student of Dankook University, he was persuaded to join auditions for ""Chunhyang"" and ended up winning with competition rate about 1,000 : 1. After debut with the film, he began his musical…","1,712"
Lee Joon Hyuk,South Korean,"Lee Joon Hyuk is a South Korean actor managed under ACE Factory. Lee made his entertainment debut in 2006 by appearing in a music video by the hip hop band Typhoon. He debuted as an actor in the 2007 television series ""First Wives' Club"". He sang OSTs for ""I Am Legend - You"" (2010), and ""Night - Carried…","1,711"
Ha Seok Jin,South Korean,"Ha Seok Jin is a Korean actor managed by C-JeS Entertainment. During his college years, he studied Mechanical Engineering at Hanyang University. However, he quickly realized that his true path lay in acting. He made his acting debut in 2005 on the television show ""Princess Lulu"". (Source: Wikipedia,…","1,698"
Go Min Si,South Korean,Go Min Si is a South Korean actress. She made her debut in the drama “My Sassy Girl” (2017) and is known for her support role in “The Smile Had Left Your Eyes” (2018). She is currently under the Mystic Story (미스틱스토리) agency. She won the 'Popular Star Award' at the 7th Korea Best…,"1,698"
Sakaguchi Kentaro,Japanese,"Sakaguchi Kentaro is a Japanese actor and exclusive model for the fashion magazine MEN'S NON-NO.

Sakaguchi is represented by Tristone Entertainment Inc.","1,686"
Yoon Hyun Min,South Korean,"Yoon Hyun Min is a South Korean former baseball player turned actor. After graduating from Cheongwon high school, Yoon was a baseball player for the Hanwha Eagles in 2005 and the Doosan Bears in 2006. He fell in love with the stage after watching ""Finding Kim Jong-wook"", and quit sports to start acting…","1,686"
Yaya Urassaya Sperbund,Thai,Yaya Urassaya Sperbund is a half Thai/Norwegian actress. She entered the industry in 2008 but it wasn't until 2010 where she gained immense popularity and created a name for herself with her portrayal of the fearless and daring Jeed in Duang Jai Akkanee. Her acting and pairing with co-star Nadech Kugimiya…,"1,677"
Lomon,South Korean,"Lomon is a South Korean actor managed by Big Smile Entertainment. Born in Uzbekistan in 1999, Solomon moved to Korea in the 5th grade and currently goes by the stage name Lomon. He studied at Apgujeong High School and made his acting debut in 2014’s K-dramas Bride of the Century and 4 Legendary Witches.…","1,675"
Wang An Yu,Chinese,"Wang An Yu is a Chinese actor, born in Yuyao, Zhejiang Province. He graduated from the Communication University of China, majoring in Broadcasting & Hosting. In 2018, Wang participated in the music variety show ""The Coming One"". He was then signed on to the agency Easy Plus Entertainment. In 2019, Wang…","1,671"
Jin Ki Joo,South Korean,"Jin Ki Joo is a South Korean actress under FL Entertainment. She has played supporting roles in television dramas ""Second 20s"", ""Moon Lovers: Scarlet Heart Ryeo"" and ""Misty"". Jin Ki Joo was previously an employee of Samsung SDS and then worked as reporter for SBS regional affiliate G1 before starting…","1,664"
Liu Xue Yi,Chinese,"Liu Xue Yi is a Chinese actor born in Qingdao, Shandong Province, China. He graduated from the Central Academy of Drama. In 2011, he participated in the digital movies ""Butterfly Curse"" and ""Woman Lotus Heart”. In 2013, Liu Xue Yi, who was still a junior at the China National Theater Academy, made…","1,663"
Jing Bo Ran,Chinese,"Jing Bo Ran, born in Liaoning province, is a Chinese actor and singer. He graduated from the Shenyang Foreign Affairs Service School. In 2007, he formed a duet group ""BoBo"" with Fu Xin Bo. Jing made his feature film debut in the 2010 Chinese romance film ""Hot Summer Days"". He is one-eighth Russian.","1,659"
Kim Dong Hee,South Korean,"Kim Dong Hee is a South Korean actor represented by NPIO Entertainment (JYP Entertainment sub-label). He is currently studying at Gachon University, majoring in Acting Arts. In 2018, Kim made his first appearance in the series called ""A-teen."" In the same year, he played the role of Cha Seo Jun in the…","1,653"
Jackson Wang,Hong Konger,"Jackson Wang JiaEr is a singer, rapper, dancer, and fencer from Hong Kong. He is a member of the South Korean group GOT7, which debuted on January 16th, 2014, under JYP Entertainment. He is in charge of rap and martial arts tricking. Before joining GOT7, Jackson was also a former national fencer (sabre)…","1,645"
Timmy Xu,Chinese,"Xu Wei Zhou, known internationally as Timmy Xu, is an actor and singer-songwriter best known for playing the character Bai Luo Yin in the web series ""Addicted."" Born in Shanghai, he studied at the National Academy of Chinese Theatre Arts and Shanghai Theatre Academy. Timmy was the first artist to achieve…","1,644"
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Noh Min Woo,South Korean,"No Min Woo is a South Korean actor. He debuted in 2004 with the stage name Rose as the drummer for the band The TRAX under S.M. entertainment until he left the group in 2006. After leaving the band, No Min Woo pursued a career in acting and has returned to the music scene, as the leader of 24/7 only…","1,641"
Yoon Park,South Korean,"Yoon Bak is a South Korean actor. He completed his military service as a conscripted policeman in his early 20s. Yoon began his entertainment career as a drummer for the band Can't Play Well (Hangul: 못 노는 애들), which won the Bronze Prize at the 34th MBC Campus Song Festival in 2010. When his…","1,636"
Uee,South Korean,"Kim Yu Jin, better known by her stage name Uee, is a South Korean singer and actress. She is best known for being a former member of the South Korean girl group After School from 2009 to 2017 and has acted in various television dramas including Queen Seon Deok (2009), Ojakgyo Family (2011), Jeon Woo…","1,618"
Ryeoun,South Korean,"Ryeoun is an actor born Go Yoon Hwan in Wansan-gu, Jeonju, Jeollabuk-do, South Korea. He graduated from the department of performing arts of Seokyeong University, majoring in acting. He made his acting debut in the 2017 SBS drama ""Temperature of Love"" (사랑의 온도). He won the Best New Actor award…","1,614"
William Chan,Hong Konger,"Chan Wai Ting (English name: William) is a Hong Kong singer and actor. In 2003, Chan participated in New Talent Singing Awards and won several awards. He was then signed with Emperor Entertainment Group. He began his singing career by joining a Cantopop group Sun Boy'z in 2006 and left the group in…","1,612"
Caesar Wu,Chinese,"Caesar Wu is a Chinese actor, born in Shenzhen, Guangdong, China. His acting debut came in 2018, when he appeared in ‘Meteor Garden ‘with Dylan Wang, Darren Chen, and Connor Leong, who soon became known as ‘The F4’. Later on, in 2018, he participated in the recording of the Hunan TV variety…","1,612"
Kang Han Na,South Korean,"Kang Han Na is a South Korean actress and radio DJ managed by KeyEast Entertainment. She received both her bachelor's and master's degrees from Chung-Ang University's Department of Theater. During her studies, she starred in several independent films. Kang has also trained professionally in ballet.…","1,609"
Kim Won Hae,South Korean,He attended the Seoul Institute Of Arts with a major in Theatre and Film. He is best known for being a cast member on season 1-4 of SNL Korea (Saturday Night Live Korea). He is signed under Pium Entertainment and Kim began his career in 1991. He made his acting debut in the 1998 film “Spring in My…,"1,603"
Chen Xing Xu,Chinese,"Chen Xing Xu (English name: Oliver) is a Chinese actor, born in Shenyang, Liaoning Province and graduated from the Central Academy of Drama. In 1999 at the age of three, he was talented scouted while playing in the zoo and shot a series of commercials. In 2000, his life as a child actor began with his…","1,603"
Build Jakapan Puttha,Thai,"""Build"" Jakapan Puttha is a graphic designer and actor. He graduated from Bangkok University with a degree in broadcasting. He speaks both Thai and English. In 2017, he made his acting debut in the lakorn ""Yuea Phayabat"" (เหยื่อพยาบาท). On January 28th, 2023, Build announced…","1,601"
Wang Xing Yue,Chinese,"Wang Xing Yue (real name: Wang Tao) is a Chinese actor born in Yueyang, Hunan Province and graduated from the Performance Department of Central Academy of Drama. He officially entered showbiz in 2019 with his participation in the anti-drug public welfare film ""Deep Water Zone"".","1,586"
Shin Sung Rok,South Korean,Shin Sung Rok is a South Korean actor managed by Sangyoung Entertainment. He was previously under HB Entertainment until September 2021 when his contract expired. He frequently appears in films and television series but is better known and active in musical theater. He is considered one of Korea’s…,"1,584"
Park Yoo Chun,South Korean,"Park Yoo Chun, formerly known as Micky Yoo Chun and better known by Yoo Chun, is a South Korean singer-songwriter and actor. He is a former member of the popular South Korean pop group JYJ but debuted as a member of South Korean boy band TVXQ. His starting minor roles were with his TVXQ bandmates, ""Banjun…","1,582"
Jay B,South Korean,"Im Jae Beom, commonly known by his stage names JB and Jay B, is a South Korean singer and leader of the hip-hop group GOT7 under JYP Entertainment. He was scouted by JYP Entertainment from JYP Trainee Open Recruitment 5th Audition, where he tied in first place with Jr. He then underwent training for…","1,582"
