Actor Names,Country,Actor Details,Likes
Kang Ji Hwan,South Korean,"Kang Ji Hwan, born as Jo Tae Gyu, is a South Korean actor. Kang made his debut in the entertainment industry through popular musical productions “The Rocky Horror Show” and “Grease”. From 2003 to 2004, using the stage name Kang Ji Hwan, he began appearing in small roles on television. Kang shot…",585
Hwang Seung Eon,South Korean,"Hwang Seung Eon, born in Seoul, is a South Korean actress managed by YG Entertainment. She was originally a trainee preparing to debut with a girl group but started broadcasting after appearing on MBC Entertainment in 2008. In 2009, she made her acting debut in the movie ""Whispering Corridors 5: A Blood…",584
Derek Chang,Taiwanese,"Derek Chang, who also is known as Derek Zhang and Zhang Xuan Rui, is a Taiwanese actor. Born on December 17, 1992, he made his acting debut in the 2015 television drama “Be With You” and then went on to appear in “Prince of Wolf” (2016) and “Stay With Me” (2016-2017), “The Man From the…",583
Nichkhun,Thai,"Buck Horvejkul, usually known as Nichkhun, is a Thai-American singer and actor born in California (USA) and active in South Korea. His father is Thai-Chinese and his mother is Chinese-American, although his parents were both born in Thailand. He is also the older brother of Thai actress Natjaree Horvejkul…",583
Ki Do Hoon,South Korean,"Ki Do Hoon is a South Korean actor who initially started off as a model with ESteem Model Management but has since transitioned more into acting. He is signed with SM Entertainment.

(Source: MyDramaList)",583
Lee Sae On,South Korean,"Lee Sae On is a South Korean singer, actor, and former Banana Culture Entertainment trainee. He was street-cast by SM when he was in high school but had to refuse and go to university because his family was against it. He was accepted to study Music at Seokyeong University but did not complete his studies.…",583
Xiao Kai Zhong,Chinese,"Xiao Kai Zhong (English name: Kevin), born in Wuhan, Hubei Province, is a Chinese actor. He officially entered showbiz in 2019 with his participation in the youth league training program ""Produce Camp 2019"" of Tencent Video. In the same year, he participated in his first youth web drama ""Sweet First…",582
Zhang Ya Qin,Chinese,"Zhang Ya Qin, whose real name is Zhang Si Jie, is a Chinese actress born in Hubei Ezhou and a 2016 undergraduate of Shanghai Theatre Academy. She studied folk dance, classical dance and ballet since she was a child; and later acting at Shanghai Theatre Academy. In 2016, she entered entertainment industry…",581
Yan Xi,Chinese,"Yan Xi, born in Weifang City, Shandong Province, is a Chinese actor. In 2016, he debuted in the TV series ""Star Volunteer"". He is currently under Light Films.",581
Fluke Pusit Dittapisit,Thai,"""Fluke"" Pusit Dittapisit is a Thai actor managed by The Growing 8 Entertainment. In 2016, he was set to make his debut with Dolphin Film's ""Soulmate the Series"" before the project was scrapped due to a lack of funding. He was the runner-up of ""Go on Girl & Guy Star Search 2019 by Clean&Clear."" After…",580
Cho Yeo Jung,South Korean,"Cho Yeo Jung is a South Korean actress. She is best known internationally for her role as Mrs Park in the 2019 Academy Award-winning film ""Parasite"".

(Source: Wikipedia)",579
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Kang In Soo,South Korean,"Kang In Soo is a South Korean singer, dancer, actor and member of MYNAME (마이네임). He graduated from Anyang Arts High School and later obtained a bachelor's degree in Dance from Sejong University. He is enrolled in the master's degree program at Dongguk University. He first appeared on TV as a…",579
Zhou Jun Wei,Chinese,"Zhou Jun Wei is a singer and actor, born in Changchun, China. He started acting in 2018, and in the same year he revealed that he has been married since he was 22. He is supposedly pursuing a double major in psychology and sociology at McGill University in Canada.

(Source: MyDramaList)",579
Jung Ji So,South Korean,"Jeong Ji So, birth name Hyun Seung Min, is a South Korean actress, former figure skater and a singer of the South Korean group WSG WANNABE. She is known internationally for her role as Park Da Hye in the 2019 film “Parasite” which was the first Korean film to win the top prize (Palme d'Or) at the…",577
Choi Kang Hee,South Korean,"Choi Kang Hee, born as Choi Se Yun, is a multi-award winning South Korean actress and radio DJ. Choi made her acting debut in 1995 with a high school drama ""The New Generation Report: Adults Don't Know"" and her film debut in the 1998 horror ""Whispering Corridors"". In 2006 she starred in the low budget…",576
Zhang Xue Ying,Chinese,"Zhang Xue Ying, also known as Sophie Zhang, is a prominent Chinese former child actress. Zhang is regarded as one of the ""New Four Dan actresses of the post-95s Generation"" (Chinese: 95后四小花旦), along with Zhang Zifeng, Vicky Chen and Guan Xiaotong. Zhang made her acting debut in the television…",576
Seo Eun Soo,South Korean,Seo Eun Soo is a South Korean actress and model under HighZium studio. She made her acting debut in the 2016 television drama “Jealousy Incarnate”.,576
Pon Nawasch Phupantachsee,Thai,Nawasch Phupantachsee (Nickname: Pon) is a Thai actor and model.Nawasch graduated from primary education Ramkhamhaeng University Demonstration School (Primary) Secondary and upper secondary school from Bodindecha (Sing Singhaseni) School. Bachelor's degree Faculty of Engineering King Mongkut's Institute…,576
Shiraishi Shunya,Japanese,Shiraishi Shunya is a Japanese actor best known for his role as the main character of the Kamen Rider Wizard tokusatsu series. He finished second in Junon Super Boy Contest 2007.,575
I.N,South Korean,"Yang Jeong In, known professionally as I.N, is a South Korean singer, dancer and member of STRAY KIDS (스트레이 키즈). He graduated from Seoul Performing Arts High School. He participated in an audition show created by JYP Entertainment (JYP엔터테인먼트) and was chosen to be part of the…",575
Mukai Osamu,Japanese,"Mukai Osamu is a Japanese actor. He graduated from Meiji University and majored in genetic engineering. While he was attending university, he worked as a bartender. He became a full-time employee there after graduation, and he became a manager later. While working as a bartender, he got into the magazine…",574
Lee Hyun Wook,South Korean,"Lee Hyun Wook is a South Korean actor. He made his acting debut in a minor role in the 2014 television drama series “3 Days.” He has since appeared in a number of films and television dramas, including “Mrs. Cop 2” (2016) and “Fake” (2017).

(Source: Viki)",574
Sandara Park,South Korean,"Park Sandara, better known as Dara, is a South Korean idol singer, actress, and model best known for being a member and the director of communications of the South Korean girl group ""2NE1"". She first gained significant popularity on ABS-CBN's ""Star Circle Quest"" during her stay in the Philippines. Her…",572
Gun Korawit Boonsri,Thai,"Korawit Boonsri (nickname: Gun) is an openly gay Thai model, singer, and actor born in Chiang Mai. He graduated from the International Business University in Business Administration. He has been active since 2013 when he co-hosted the program ""Five Live Fresh"".",572
Lee Si Woo,South Korean,"Lee Si Woo is a South Korean model and actress. She is currently under Big Picture Entertainment. She began her modeling career in the late 2010s, and appeared on the cover of the South Korean magazine Graphy in 2018, following up with a 2020 appearance in a music video for the K-pop act BTOB. She debuted…",571
Janine Chang,Taiwanese,"Janine Chang is an actress active in Taiwan and China. She was born in Germany and also goes by the names Gining Chang and Ning Chang. She made her acting debut in the 2003 television series “Love Train.” She has since starred in many popular films and television dramas, including “Honey and Clover”…",570
Kim Jae Won,South Korean,"Kim Jae Won is a South Korean actor who made his acting debut in the 2001 television sitcom “Honey Honey” and gained fame a year later with his role in the 2002 hit drama “Romance.” He has starred in many other popular film and television roles since, including “Can You Hear My Heart” (2011),…",569
David Lee,South Korean,"David Lee is a South Korean actor, born in Incheon and graduated from the department of film arts of the Korean Academy of Arts. Lee entered showbiz as a child actor in 2001 participating in bit parts until his debut appearance in the 2003 KBS drama, ""Age of Warriors"". He gained recognition for his…",568
Kamio Fuju,Japanese,"Kamio Fuju, born in Tokyo, is a Japanese actor.  He made his acting debut in the 2015 drama series “Mom, I’m OK.” 
He was formerly managed by A-Team, but left at the end of 2023.",568
Changbin,South Korean,"Seo Chang Bin, known mononymously as Changbin, is a South Korean singer, dancer and member of STRAY KIDS (스트레이 키즈). He graduated from Bora High School and is enrolled in the Entertainment Studies program at International Cyber ​​University. He participated in an audition show created…",568
Kiriyama Renn,Japanese,"Kiriyama Renn is a Japanese stage and television actor from Yokohama. His debut role was as Bunta Marui in The Prince of Tennis musical Absolute King Rikkai feat. Rokkaku ~ First Service. Kiriyama is also known for his role in Shotaro Hidari, the male lead and half of the eponymous hero of the television…",566
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Huang Sheng Chi,Chinese,"Huang Sheng Chi is a Chinese actor and host born in Shangrao, Jiangxi province and graduated from the Department of Performance of Beijing Film Academy. He first started out as a host in 2015 for the iQIYI variety show ""Big Card to Ace"", followed by his acting debut in the 2016 TV series ""Whirlwind…",566
Lee Seo Jin,South Korean,"Lee Seo Jin is a South Korean actor and television host. He is best known for the reality shows Three Meals a Day and Grandpa Over Flowers. As an actor, he came to prominence with his leading roles in the historical dramas Damo (2003), Yi San (2007), Gyebaek (2011), and the contemporary drama Marriage…",564
Jang Dong Gun,South Korean,"He made his debut in the MBC drama Our Heaven. Winning Actor Award in the Blue Dragon Awards again for his role as the dedicated cop in Nowhere to Hide. In 2000, he starred in the film Friend, which at the time was the highest grossing Korean film of all time. Jang gained widespread critical acclaim…",564
